pair,date,high,low,open,close,volume
USDT_BTC,1622548800,98.31159779024566,93.39601790073337,95.26693801385669,95.91337792937216,122194005
USDT_BTC,1622545200,100.96959796175754,95.92111806366967,98.12708131196467,98.17897315726454,90812462.85
USDT_BTC,1622541600,102.21946416548086,97.10849095720681,98.71107793926176,99.50747912702919,101992700.9
USDT_BTC,1622538000,100.36158554892134,95.34350627147526,98.59375971973832,98.26132823822702,98565251.35
USDT_BTC,1622534400,97.54176719129336,92.6646788317287,94.4444128606115,94.93819111646054,210515123.7
USDT_BTC,1622530800,102.5054487708896,97.38017633234512,100.31211083958509,99.73960363600233,100313042.7
USDT_BTC,1622527200,102.45711189451957,97.3342562997936,99.88428620568504,99.45978119812986,111290611.2
USDT_BTC,1622523600,101.34510173514435,96.27784664838713,98.17075853561388,99.09697348333461,96537837.28
USDT_BTC,1622520000,100.93687740225894,95.89003353214599,98.83891089564182,98.02410006037347,64976976.77
USDT_BTC,1622516400,102.16222791887212,97.05411652292851,99.54339789781854,100.33339656233184,116905766.8
USDT_BTC,1622512800,100.77348609763078,95.73481179274924,98.23984903162292,98.69044729287279,113551230.2
USDT_BTC,1622509200,100.43154543512571,95.40996816336943,97.57280938441292,97.48638726739435,118173642.8
USDT_BTC,1622505600,103.05380227822617,97.90111216431485,100.71466883433045,100.91980755321055,196926607.5
USDT_BTC,1622502000,100.66487973410548,95.63163574740021,97.73511767080446,97.65390291736928,98660484.55
USDT_BTC,1622498400,106.03562012306645,100.73383911691312,103.43118428759503,104.00540592876494,86091105.8
USDT_BTC,1622494800,105.67305033594283,100.38939781914569,103.01884647690986,104.08978585452837,54590957.95
USDT_BTC,1622491200,101.47840335089629,96.40448318335147,99.89976585705755,99.24904159075342,62422937.08
USDT_BTC,1622487600,102.2307577474222,97.11921986005109,100.11319448569174,100.26403831397842,72040569.56
USDT_BTC,1622484000,101.65789873051727,96.5750037939914,99.36115133968211,99.11928896178917,70542843.95
USDT_BTC,1622480400,102.69869084491592,97.56375630267011,99.79160738918553,100.16744895902242,147660645
USDT_BTC,1622476800,101.8513360305197,96.75876922899371,98.78264522217775,99.68132933062374,234665903
USDT_BTC,1622473200,102.5776909362517,97.44880638943911,99.43424089608409,99.59286945548871,153858395.1
USDT_BTC,1622469600,100.4850986197931,95.46084368880345,98.58687739473126,97.91955659662311,158281846.4
USDT_BTC,1622466000,100.52795477989756,95.50155704090267,97.97747046027615,98.14543785171402,185178921.1
USDT_BTC,1622462400,104.5309597398875,99.30441175289313,102.09311212508004,102.46760241842928,186290637
USDT_BTC,1622458800,102.8753293355293,97.73156286875283,100.65381414448422,100.65603241831889,190891250.1
USDT_BTC,1622455200,105.30110725272685,100.0360518900905,102.76631161237209,102.51973953739545,320451182.7
USDT_BTC,1622451600,107.02620566221341,101.67489537910274,104.4117999800983,104.58254355332858,157177579.6
USDT_BTC,1622448000,103.08237748399374,97.92825860979404,100.43379195586174,100.4569423711083,168933078.3
USDT_BTC,1622444400,104.83506998908382,99.59331648962963,102.02979435429693,102.87327830016893,213849731.4
USDT_BTC,1622440800,100.15077752590024,95.14323864960522,97.94956634098467,98.49118475696503,137432996.9
USDT_BTC,1622437200,103.44513613711591,98.27287933026011,100.87282522114035,100.54262541211935,121336201.3
USDT_BTC,1622433600,103.6431490125811,98.46099156195204,100.8036126673926,99.83623781448624,92043491.16
USDT_BTC,1622430000,101.87745542906373,96.78358265761054,99.41059324744326,99.6851837274003,118597529.7
USDT_BTC,1622426400,103.97052471746005,98.77199848158705,101.30576389547018,100.6504741366936,133842135.9
USDT_BTC,1622422800,102.55831229466256,97.43039667992943,100.10438037862023,100.20295171391513,121477337.4
USDT_BTC,1622419200,102.85528739778641,97.71252302789709,100.29956962611541,100.06412161996576,119729973.9
USDT_BTC,1622415600,104.16193483128238,98.95383808971826,101.48681957143265,101.17314784641857,57169174.33
USDT_BTC,1622412000,99.4984938257686,94.52356913448017,97.06895714539935,97.0718285571413,61845441.63
USDT_BTC,1622408400,98.01191947859371,93.11132350466401,96.06225296470205,95.34947446746594,55731642.82
USDT_BTC,1622404800,99.36239797699253,94.39427807814289,97.37073749626661,96.58342582131141,103664608.3
USDT_BTC,1622401200,101.24089867908404,96.17885374512983,99.14874224182232,99.21266263289448,58120993.68
USDT_BTC,1622397600,97.9145660303227,93.01883772880656,95.26509623087591,94.65970319519002,107074483
USDT_BTC,1622394000,98.29991461986079,93.38491888886774,95.33212411389303,95.31484972074213,78456527.12
USDT_BTC,1622390400,98.7601965672061,93.82218673884579,95.9941361004963,96.0960010801281,105816196.1
USDT_BTC,1622386800,96.66379321804563,91.83060355714333,94.06910488183519,93.93142504713136,78381085.58
USDT_BTC,1622383200,92.53932440302559,87.9123581828743,90.93710894299396,90.10325066981892,111352590.4
USDT_BTC,1622379600,98.18826085796499,93.27884781506674,96.20519070922212,96.8747105547076,100905892
USDT_BTC,1622376000,98.39539877467284,93.47562883593919,95.46397338124491,95.55167359937776,173937486.5
USDT_BTC,1622372400,92.65701103574308,88.02416048395592,90.98963551801835,91.03364776112987,145323843.4
USDT_BTC,1622368800,91.73833539349738,87.15141862382251,89.50893838192987,90.3654381412441,98745851.24
USDT_BTC,1622365200,93.92742607086167,89.23105476731858,91.86095042856903,92.00262878964556,76117938.65
USDT_BTC,1622361600,91.3469406055965,86.77959357531667,89.15473184072842,89.10621977408758,118728731.2
USDT_BTC,1622358000,90.43210347342759,85.9104982997562,88.19536458746202,88.41413202811094,146548011.3
USDT_BTC,1622354400,94.37791680279771,89.65902096265782,91.66179491350589,92.2464504245127,166608363.9
USDT_BTC,1622350800,89.24897058087437,84.78652205183064,87.18977120224496,86.88875958753985,145924860.6
USDT_BTC,1622347200,89.75903936281364,85.27108739467295,87.43687750683186,87.23536862373055,125181274.2
USDT_BTC,1622343600,90.98821836854286,86.43880745011572,89.31024566942575,88.84657954743282,101174774.5
USDT_BTC,1622340000,87.53378584926156,83.15709655679848,84.73013502773688,85.99958677700597,89074825.43
USDT_BTC,1622336400,83.51375085298028,79.33806331033126,81.44257814693535,81.61876973679092,91097967.23
USDT_BTC,1622332800,86.68154460243598,82.34746737231417,84.42997357090074,84.22648064825825,205012385.1
USDT_BTC,1622329200,88.69499482886488,84.26024508742164,86.18805298672488,86.37412080320009,131158843.1
USDT_BTC,1622325600,84.75295704758368,80.5153091952045,82.07999120095988,82.27045592942976,83879883.12
USDT_BTC,1622322000,82.8240710632996,78.68286751013461,80.8174210145645,81.0213588012915,114348571.5
